locus_tag	ftype	length_bp	gene	EC_number	COG	product
KENBAJHJ_00241	CDS	981				putative protein transport [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00242	CDS	687				putative transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00243	CDS	417				putative endonuclease involved in recombination [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_00244	CDS	564				putative transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00245	CDS	948				glutathione synthetase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00246	CDS	732				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00247	CDS	708				DNA-specific endonuclease I [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00248	CDS	498				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00249	CDS	1395				MFS family galactose:proton symporter [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00250	CDS	1155				methionine adenosyltransferase 1 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00251	CDS	300				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00252	CDS	1977				arginine decarboxylase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00253	CDS	732				putative outer membrane lipoprotein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00254	CDS	750				putative gntR family regulatory protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00255	CDS	1473				putative mannitol dehydrogenase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00256	CDS	1017				putative zinc-binding dehydrogenase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00257	CDS	1008				L-lactate dehydrogenase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00258	CDS	474				putative mannitol dehydrogenase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00259	CDS	891				putative hydrolase or acyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00260	CDS	921				agmatinase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00261	CDS	759				putative Zn-dependent proteases with possible chaperone function [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00262	CDS	1992				transketolase 1 isozyme [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00263	CDS	657				putative ABC-type cobalt transport system [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00264	CDS	678				putative ABC-type cobalt transport system [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00265	CDS	708				putative ABC-type cobalt transport system [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00266	CDS	579				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00267	CDS	426				putative DNA-binding protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00268	CDS	1047				D-erythrose 4-phosphate dehydrogenase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00269	CDS	1164				phosphoglycerate kinase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00270	CDS	1080				fructose-bisphosphate aldolase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00271	CDS	861				hypothetical protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00272	CDS	636				putative LYSE family amino acid transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_00273	CDS	747				putative periplasmic immunogenic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00274	CDS	894				inhibitor of replication initiation [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00275	CDS	660				constitutive ribosephosphate isomerase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00276	CDS	1233				D-3-phosphoglycerate dehydrogenase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00277	CDS	477				putative ligase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00278	CDS	330				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00279	CDS	585				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00280	CDS	1317				proline aminopeptidase P II [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00281	CDS	1179				2-octaprenyl-6-methoxyphynol hydroxylase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00282	CDS	1203				putative monooxygenase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00283	CDS	1095				glycine cleavage complex protein T [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00284	CDS	390				glycine cleavage complex protein H [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00285	CDS	2874				glycine cleavage complex protein P [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00286	CDS	894				putative outer membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00287	CDS	1434				6-phospho-beta-glucosidase A [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00288	CDS	381				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00289	CDS	660				putative hemolysin [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00290	CDS	192				hypothetical protein
KENBAJHJ_00291	CDS	981				putative aminomethyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00292	CDS	267				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00293	CDS	414				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00294	CDS	522				flavodoxin 2 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00295	CDS	897				site-specific recombinase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00296	CDS	714				protein disulfide isomerase II [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00297	CDS	1602				ssDNA exonuclease [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00298	CDS	882				peptide chain release factor RF-2 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00299	CDS	1518				constitutive lysine tRNA synthetase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00300	CDS	546				isopentenyldiphosphate isomerase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00301	CDS	759				putative metalloendopeptidase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00302	tRNA	74				tRNA-Gly(ccc)
KENBAJHJ_00303	CDS	801				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00304	CDS	261				putative periplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00305	CDS	228				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00306	CDS	399				putative nucleic acid-binding protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00307	CDS	537				ail and ompX-like protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00308	CDS	633				putative periplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00309	CDS	585				putative fimbrial-like protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00310	CDS	2490				putative outer membrane usher protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00311	CDS	744				putative fimbrial chaparone protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00312	CDS	1077				putative outer membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00313	CDS	513				hypothetical protein
KENBAJHJ_00314	CDS	759				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00315	CDS	807				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00316	CDS	273				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00317	CDS	1230				putative transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00318	CDS	129				hypothetical protein
KENBAJHJ_00319	CDS	456				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00320	CDS	864				putative LysR family transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_00321	CDS	1179				putative acetyl-CoA acetyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00322	CDS	837				5-keto 4-deoxyuronate isomerase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00323	CDS	762				2-deoxy-D-gluconate 3-dehydrogenase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00324	CDS	1419				L-arabinose: proton symport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00325	CDS	708				putative aspartate racemase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00326	CDS	936				positive LysR family transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_00327	CDS	1263				diaminopimelate decarboxylase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00328	CDS	1020				putative transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00329	CDS	1029				transcriptional repressor of galETK operon [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00330	CDS	2160				2-acylglycerophospho-ethanolamine acyl transferase [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_00331	CDS	1203				putative efflux protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00332	CDS	1041				putative aldo/keto reductase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00333	CDS	219				putative POT family peptide transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00334	CDS	714				putative integral membrane transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00335	CDS	696				methyl-directed mismatch repair protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00336	CDS	531				putative invasion protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00337	CDS	2247				general PTS system enzyme I, transcriptional regulator with NPR and NTR proteins [Salmonella enterica subsp.enterica serovar Typhimurium str. LT2]
KENBAJHJ_00338	CDS	876				phosphatidylglycerol-prolipoprotein diacylglyceryl transferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00339	CDS	795				thymidylate synthetase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00340	CDS	471				prepilin peptidase dependent protein A [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00341	CDS	564				prepilin peptidase dependent protein B [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00342	CDS	408				putative periplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00343	CDS	321				prepilin peptidase dependent protein C [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00344	CDS	3372				exonuclease V, subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00345	CDS	2889				protease III [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00346	CDS	3546				exonuclease V, beta chain [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00347	CDS	1836				exonuclease V, alpha chain [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00348	CDS	1332				N-alpha-acetylglutamate synthase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00349	CDS	1254				N-acetylmuramoyl-L-alanine amidase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00350	tRNA	77				tRNA-Met(cat)
KENBAJHJ_00351	tRNA	77				tRNA-Met(cat)
KENBAJHJ_00352	CDS	1098				membrane-bound lytic murein transglycosylase A [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_00353	CDS	801				putative enzyme [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00354	CDS	915				putative integral membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00355	CDS	444				putative SufE protein probably involved in Fe-S center assembly [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00356	CDS	1206				putative selenocysteine lyase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00357	CDS	228				putative lipoprotein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00358	CDS	918				regulator of gcv operon [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00359	CDS	396				putative small membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00360	CDS	1101				putative SAM-dependent methyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00361	CDS	711				positive regulator of the fuc operon [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00362	CDS	423				hypothetical protein
KENBAJHJ_00363	CDS	1419				L-fuculokinase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00364	CDS	1776				L-fucose isomerase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00365	CDS	1317				putative L-fucose permease [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00366	CDS	648				L-fuculose-1-phosphate aldolase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00367	CDS	1149				L-1,2-propanediol oxidoreductase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00368	CDS	756				exonuclease IX, 5'-3' exonuclease [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00369	CDS	1368				L-serine dehydratase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00370	CDS	1290				putative HAAAP family serine transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_00371	CDS	1365				putative nucleotide binding [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00372	CDS	849				putative GTP cyclohydrolase I [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00373	CDS	546				interacts with secY [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00374	CDS	330				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00375	CDS	783				putative synthase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00376	CDS	450				putative MFS superfamily D-glucarate permease [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00377	CDS	1359				putative MFS superfamily D-glucarate permease [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00378	CDS	1341				putative d-glucarate dehydratase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00379	CDS	1341				d-glucarate dehydratase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00380	CDS	1143				putative glycerate kinase 2 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00381	CDS	2757				sensory histidine kinase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00382	CDS	1296				putative RNA methyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00383	CDS	2235				(p)ppGpp synthetase I [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_00384	CDS	288				putative transcriptional regulators containing the CopG/Arc/MetJ DNA-binding domain and a metal-binding domain[Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
